,Input,Output
6080,"(32, 3, 4, 5)",0
6081,"(32, 3, 4, 6)",0
6082,"(32, 3, 4, 7)",0
6083,"(32, 3, 4, 8)",0
6084,"(32, 3, 4, 9)",0
6085,"(32, 3, 4, 10)",0
6086,"(32, 3, 4, 11)",0
6087,"(32, 3, 4, 12)",2
6088,"(32, 3, 4, 13)",2
6089,"(32, 3, 4, 14)",2
6090,"(32, 3, 5, 5)",0
6091,"(32, 3, 5, 6)",0
6092,"(32, 3, 5, 7)",0
6093,"(32, 3, 5, 8)",0
6094,"(32, 3, 5, 9)",0
6095,"(32, 3, 5, 10)",0
6096,"(32, 3, 5, 11)",2
6097,"(32, 3, 5, 12)",2
6098,"(32, 3, 5, 13)",2
6099,"(32, 3, 5, 14)",2
6100,"(32, 4, 1, 5)",0
6101,"(32, 4, 1, 6)",0
6102,"(32, 4, 1, 7)",0
6103,"(32, 4, 1, 8)",0
6104,"(32, 4, 1, 9)",0
6105,"(32, 4, 1, 10)",0
6106,"(32, 4, 1, 11)",2
6107,"(32, 4, 1, 12)",2
6108,"(32, 4, 1, 13)",2
6109,"(32, 4, 1, 14)",2
6110,"(32, 4, 2, 5)",0
6111,"(32, 4, 2, 6)",0
6112,"(32, 4, 2, 7)",0
6113,"(32, 4, 2, 8)",0
6114,"(32, 4, 2, 9)",0
6115,"(32, 4, 2, 10)",2
6116,"(32, 4, 2, 11)",2
6117,"(32, 4, 2, 12)",2
6118,"(32, 4, 2, 13)",2
6119,"(32, 4, 2, 14)",2
6120,"(32, 4, 3, 5)",0
6121,"(32, 4, 3, 6)",0
6122,"(32, 4, 3, 7)",0
6123,"(32, 4, 3, 8)",0
6124,"(32, 4, 3, 9)",0
6125,"(32, 4, 3, 10)",2
6126,"(32, 4, 3, 11)",2
6127,"(32, 4, 3, 12)",2
6128,"(32, 4, 3, 13)",2
6129,"(32, 4, 3, 14)",2
6130,"(32, 4, 4, 5)",0
6131,"(32, 4, 4, 6)",0
6132,"(32, 4, 4, 7)",0
6133,"(32, 4, 4, 8)",0
6134,"(32, 4, 4, 9)",0
6135,"(32, 4, 4, 10)",0
6136,"(32, 4, 4, 11)",2
6137,"(32, 4, 4, 12)",2
6138,"(32, 4, 4, 13)",2
6139,"(32, 4, 4, 14)",2
6140,"(32, 4, 5, 5)",0
6141,"(32, 4, 5, 6)",0
6142,"(32, 4, 5, 7)",0
6143,"(32, 4, 5, 8)",0
6144,"(32, 4, 5, 9)",0
6145,"(32, 4, 5, 10)",0
6146,"(32, 4, 5, 11)",2
6147,"(32, 4, 5, 12)",2
6148,"(32, 4, 5, 13)",2
6149,"(32, 4, 5, 14)",2
6150,"(32, 5, 1, 5)",0
6151,"(32, 5, 1, 6)",0
6152,"(32, 5, 1, 7)",0
6153,"(32, 5, 1, 8)",0
6154,"(32, 5, 1, 9)",0
6155,"(32, 5, 1, 10)",0
6156,"(32, 5, 1, 11)",2
6157,"(32, 5, 1, 12)",2
6158,"(32, 5, 1, 13)",2
6159,"(32, 5, 1, 14)",2
6160,"(32, 5, 2, 5)",0
6161,"(32, 5, 2, 6)",0
6162,"(32, 5, 2, 7)",0
6163,"(32, 5, 2, 8)",0
6164,"(32, 5, 2, 9)",0
6165,"(32, 5, 2, 10)",0
6166,"(32, 5, 2, 11)",2
6167,"(32, 5, 2, 12)",2
6168,"(32, 5, 2, 13)",2
6169,"(32, 5, 2, 14)",2
6170,"(32, 5, 3, 5)",0
6171,"(32, 5, 3, 6)",0
6172,"(32, 5, 3, 7)",0
6173,"(32, 5, 3, 8)",0
6174,"(32, 5, 3, 9)",0
6175,"(32, 5, 3, 10)",0
6176,"(32, 5, 3, 11)",2
6177,"(32, 5, 3, 12)",2
6178,"(32, 5, 3, 13)",2
6179,"(32, 5, 3, 14)",2
6180,"(32, 5, 4, 5)",0
6181,"(32, 5, 4, 6)",0
6182,"(32, 5, 4, 7)",0
6183,"(32, 5, 4, 8)",0
6184,"(32, 5, 4, 9)",0
6185,"(32, 5, 4, 10)",2
6186,"(32, 5, 4, 11)",2
6187,"(32, 5, 4, 12)",2
6188,"(32, 5, 4, 13)",2
6189,"(32, 5, 4, 14)",2
6190,"(32, 5, 5, 5)",0
6191,"(32, 5, 5, 6)",0
6192,"(32, 5, 5, 7)",0
6193,"(32, 5, 5, 8)",0
6194,"(32, 5, 5, 9)",0
6195,"(32, 5, 5, 10)",0
6196,"(32, 5, 5, 11)",2
6197,"(32, 5, 5, 12)",2
6198,"(32, 5, 5, 13)",2
6199,"(32, 5, 5, 14)",2
6200,"(32, 6, 1, 5)",1
6201,"(32, 6, 1, 6)",0
6202,"(32, 6, 1, 7)",0
6203,"(32, 6, 1, 8)",0
6204,"(32, 6, 1, 9)",0
6205,"(32, 6, 1, 10)",0
6206,"(32, 6, 1, 11)",2
6207,"(32, 6, 1, 12)",2
6208,"(32, 6, 1, 13)",2
6209,"(32, 6, 1, 14)",2
6210,"(32, 6, 2, 5)",0
6211,"(32, 6, 2, 6)",0
6212,"(32, 6, 2, 7)",0
6213,"(32, 6, 2, 8)",0
6214,"(32, 6, 2, 9)",0
6215,"(32, 6, 2, 10)",0
6216,"(32, 6, 2, 11)",2
6217,"(32, 6, 2, 12)",2
6218,"(32, 6, 2, 13)",2
6219,"(32, 6, 2, 14)",2
6220,"(32, 6, 3, 5)",0
6221,"(32, 6, 3, 6)",0
6222,"(32, 6, 3, 7)",0
6223,"(32, 6, 3, 8)",0
6224,"(32, 6, 3, 9)",0
6225,"(32, 6, 3, 10)",0
6226,"(32, 6, 3, 11)",2
6227,"(32, 6, 3, 12)",2
6228,"(32, 6, 3, 13)",2
6229,"(32, 6, 3, 14)",2
6230,"(32, 6, 4, 5)",0
6231,"(32, 6, 4, 6)",0
6232,"(32, 6, 4, 7)",0
6233,"(32, 6, 4, 8)",0
6234,"(32, 6, 4, 9)",0
6235,"(32, 6, 4, 10)",2
6236,"(32, 6, 4, 11)",2
6237,"(32, 6, 4, 12)",2
6238,"(32, 6, 4, 13)",2
6239,"(32, 6, 4, 14)",2
6240,"(32, 6, 5, 5)",0
6241,"(32, 6, 5, 6)",0
6242,"(32, 6, 5, 7)",0
6243,"(32, 6, 5, 8)",0
6244,"(32, 6, 5, 9)",2
6245,"(32, 6, 5, 10)",2
6246,"(32, 6, 5, 11)",2
6247,"(32, 6, 5, 12)",2
6248,"(32, 6, 5, 13)",2
6249,"(32, 6, 5, 14)",2
6250,"(32, 9, 1, 5)",1
6251,"(32, 9, 1, 6)",1
6252,"(32, 9, 1, 7)",1
6253,"(32, 9, 1, 8)",1
6254,"(32, 9, 1, 9)",2
6255,"(32, 9, 1, 10)",2
6256,"(32, 9, 1, 11)",2
6257,"(32, 9, 1, 12)",2
6258,"(32, 9, 1, 13)",2
6259,"(32, 9, 1, 14)",2
6260,"(32, 9, 2, 5)",1
6261,"(32, 9, 2, 6)",1
6262,"(32, 9, 2, 7)",1
6263,"(32, 9, 2, 8)",2
6264,"(32, 9, 2, 9)",2
6265,"(32, 9, 2, 10)",2
6266,"(32, 9, 2, 11)",2
6267,"(32, 9, 2, 12)",2
6268,"(32, 9, 2, 13)",2
6269,"(32, 9, 2, 14)",2
6270,"(32, 9, 3, 5)",1
6271,"(32, 9, 3, 6)",2
6272,"(32, 9, 3, 7)",2
6273,"(32, 9, 3, 8)",2
6274,"(32, 9, 3, 9)",2
6275,"(32, 9, 3, 10)",2
6276,"(32, 9, 3, 11)",2
6277,"(32, 9, 3, 12)",2
6278,"(32, 9, 3, 13)",2
6279,"(32, 9, 3, 14)",2
6280,"(32, 9, 4, 5)",2
6281,"(32, 9, 4, 6)",2
6282,"(32, 9, 4, 7)",2
6283,"(32, 9, 4, 8)",2
6284,"(32, 9, 4, 9)",2
6285,"(32, 9, 4, 10)",2
6286,"(32, 9, 4, 11)",2
6287,"(32, 9, 4, 12)",2
6288,"(32, 9, 4, 13)",2
6289,"(32, 9, 4, 14)",2
6290,"(32, 9, 5, 5)",2
6291,"(32, 9, 5, 6)",2
6292,"(32, 9, 5, 7)",2
6293,"(32, 9, 5, 8)",2
6294,"(32, 9, 5, 9)",2
6295,"(32, 9, 5, 10)",1
6296,"(32, 9, 5, 11)",1
6297,"(32, 9, 5, 12)",1
6298,"(32, 9, 5, 13)",1
6299,"(32, 9, 5, 14)",1
6300,"(33, 1, 1, 5)",0
6301,"(33, 1, 1, 6)",0
6302,"(33, 1, 1, 7)",0
6303,"(33, 1, 1, 8)",0
6304,"(33, 1, 1, 9)",0
6305,"(33, 1, 1, 10)",0
6306,"(33, 1, 1, 11)",0
6307,"(33, 1, 1, 12)",0
6308,"(33, 1, 1, 13)",2
6309,"(33, 1, 1, 14)",2
6310,"(33, 1, 2, 5)",0
6311,"(33, 1, 2, 6)",0
6312,"(33, 1, 2, 7)",0
6313,"(33, 1, 2, 8)",0
6314,"(33, 1, 2, 9)",0
6315,"(33, 1, 2, 10)",0
6316,"(33, 1, 2, 11)",0
6317,"(33, 1, 2, 12)",1
6318,"(33, 1, 2, 13)",1
6319,"(33, 1, 2, 14)",1
6320,"(33, 1, 3, 5)",0
6321,"(33, 1, 3, 6)",0
6322,"(33, 1, 3, 7)",0
6323,"(33, 1, 3, 8)",0
6324,"(33, 1, 3, 9)",0
6325,"(33, 1, 3, 10)",0
6326,"(33, 1, 3, 11)",0
6327,"(33, 1, 3, 12)",0
6328,"(33, 1, 3, 13)",1
6329,"(33, 1, 3, 14)",1
6330,"(33, 1, 4, 5)",0
6331,"(33, 1, 4, 6)",0
6332,"(33, 1, 4, 7)",0
6333,"(33, 1, 4, 8)",0
6334,"(33, 1, 4, 9)",0
6335,"(33, 1, 4, 10)",0
6336,"(33, 1, 4, 11)",0
6337,"(33, 1, 4, 12)",0
6338,"(33, 1, 4, 13)",0
6339,"(33, 1, 4, 14)",2
6340,"(33, 1, 5, 5)",0
6341,"(33, 1, 5, 6)",0
6342,"(33, 1, 5, 7)",0
6343,"(33, 1, 5, 8)",0
6344,"(33, 1, 5, 9)",0
6345,"(33, 1, 5, 10)",0
6346,"(33, 1, 5, 11)",0
6347,"(33, 1, 5, 12)",0
6348,"(33, 1, 5, 13)",2
6349,"(33, 1, 5, 14)",2
6350,"(33, 2, 1, 5)",0
6351,"(33, 2, 1, 6)",0
6352,"(33, 2, 1, 7)",0
6353,"(33, 2, 1, 8)",0
6354,"(33, 2, 1, 9)",0
6355,"(33, 2, 1, 10)",0
6356,"(33, 2, 1, 11)",0
6357,"(33, 2, 1, 12)",2
6358,"(33, 2, 1, 13)",2
6359,"(33, 2, 1, 14)",2
6360,"(33, 2, 2, 5)",0
6361,"(33, 2, 2, 6)",0
6362,"(33, 2, 2, 7)",0
6363,"(33, 2, 2, 8)",0
6364,"(33, 2, 2, 9)",0
6365,"(33, 2, 2, 10)",0
6366,"(33, 2, 2, 11)",0
6367,"(33, 2, 2, 12)",2
6368,"(33, 2, 2, 13)",2
6369,"(33, 2, 2, 14)",2
6370,"(33, 2, 3, 5)",0
6371,"(33, 2, 3, 6)",0
6372,"(33, 2, 3, 7)",0
6373,"(33, 2, 3, 8)",0
6374,"(33, 2, 3, 9)",0
6375,"(33, 2, 3, 10)",0
6376,"(33, 2, 3, 11)",0
6377,"(33, 2, 3, 12)",2
6378,"(33, 2, 3, 13)",2
6379,"(33, 2, 3, 14)",2
6380,"(33, 2, 4, 5)",0
6381,"(33, 2, 4, 6)",0
6382,"(33, 2, 4, 7)",0
6383,"(33, 2, 4, 8)",0
6384,"(33, 2, 4, 9)",0
6385,"(33, 2, 4, 10)",0
6386,"(33, 2, 4, 11)",0
6387,"(33, 2, 4, 12)",2
6388,"(33, 2, 4, 13)",2
6389,"(33, 2, 4, 14)",2
6390,"(33, 2, 5, 5)",0
6391,"(33, 2, 5, 6)",0
6392,"(33, 2, 5, 7)",0
6393,"(33, 2, 5, 8)",0
6394,"(33, 2, 5, 9)",0
6395,"(33, 2, 5, 10)",0
6396,"(33, 2, 5, 11)",2
6397,"(33, 2, 5, 12)",2
6398,"(33, 2, 5, 13)",2
6399,"(33, 2, 5, 14)",2
6400,"(33, 3, 1, 5)",0
6401,"(33, 3, 1, 6)",0
6402,"(33, 3, 1, 7)",0
6403,"(33, 3, 1, 8)",0
6404,"(33, 3, 1, 9)",0
6405,"(33, 3, 1, 10)",0
6406,"(33, 3, 1, 11)",2
6407,"(33, 3, 1, 12)",2
6408,"(33, 3, 1, 13)",2
6409,"(33, 3, 1, 14)",2
6410,"(33, 3, 2, 5)",0
6411,"(33, 3, 2, 6)",0
6412,"(33, 3, 2, 7)",0
6413,"(33, 3, 2, 8)",0
6414,"(33, 3, 2, 9)",0
6415,"(33, 3, 2, 10)",0
6416,"(33, 3, 2, 11)",2
6417,"(33, 3, 2, 12)",2
6418,"(33, 3, 2, 13)",2
6419,"(33, 3, 2, 14)",2
6420,"(33, 3, 3, 5)",0
6421,"(33, 3, 3, 6)",0
6422,"(33, 3, 3, 7)",0
6423,"(33, 3, 3, 8)",0
6424,"(33, 3, 3, 9)",0
6425,"(33, 3, 3, 10)",0
6426,"(33, 3, 3, 11)",0
6427,"(33, 3, 3, 12)",2
6428,"(33, 3, 3, 13)",2
6429,"(33, 3, 3, 14)",2
6430,"(33, 3, 4, 5)",0
6431,"(33, 3, 4, 6)",0
6432,"(33, 3, 4, 7)",0
6433,"(33, 3, 4, 8)",0
6434,"(33, 3, 4, 9)",0
6435,"(33, 3, 4, 10)",0
6436,"(33, 3, 4, 11)",0
6437,"(33, 3, 4, 12)",2
6438,"(33, 3, 4, 13)",2
6439,"(33, 3, 4, 14)",2
6440,"(33, 3, 5, 5)",0
6441,"(33, 3, 5, 6)",0
6442,"(33, 3, 5, 7)",0
6443,"(33, 3, 5, 8)",0
6444,"(33, 3, 5, 9)",0
6445,"(33, 3, 5, 10)",0
6446,"(33, 3, 5, 11)",0
6447,"(33, 3, 5, 12)",2
6448,"(33, 3, 5, 13)",2
6449,"(33, 3, 5, 14)",2
6450,"(33, 4, 1, 5)",0
6451,"(33, 4, 1, 6)",0
6452,"(33, 4, 1, 7)",0
6453,"(33, 4, 1, 8)",0
6454,"(33, 4, 1, 9)",0
6455,"(33, 4, 1, 10)",0
6456,"(33, 4, 1, 11)",2
6457,"(33, 4, 1, 12)",2
6458,"(33, 4, 1, 13)",2
6459,"(33, 4, 1, 14)",2
6460,"(33, 4, 2, 5)",0
6461,"(33, 4, 2, 6)",0
6462,"(33, 4, 2, 7)",0
6463,"(33, 4, 2, 8)",0
6464,"(33, 4, 2, 9)",0
6465,"(33, 4, 2, 10)",0
6466,"(33, 4, 2, 11)",2
6467,"(33, 4, 2, 12)",2
6468,"(33, 4, 2, 13)",2
6469,"(33, 4, 2, 14)",2
6470,"(33, 4, 3, 5)",0
6471,"(33, 4, 3, 6)",0
6472,"(33, 4, 3, 7)",0
6473,"(33, 4, 3, 8)",0
6474,"(33, 4, 3, 9)",0
6475,"(33, 4, 3, 10)",0
6476,"(33, 4, 3, 11)",2
6477,"(33, 4, 3, 12)",2
6478,"(33, 4, 3, 13)",2
6479,"(33, 4, 3, 14)",2
6480,"(33, 4, 4, 5)",0
6481,"(33, 4, 4, 6)",0
6482,"(33, 4, 4, 7)",0
6483,"(33, 4, 4, 8)",0
6484,"(33, 4, 4, 9)",0
6485,"(33, 4, 4, 10)",0
6486,"(33, 4, 4, 11)",0
6487,"(33, 4, 4, 12)",2
6488,"(33, 4, 4, 13)",2
6489,"(33, 4, 4, 14)",2
6490,"(33, 4, 5, 5)",0
6491,"(33, 4, 5, 6)",0
6492,"(33, 4, 5, 7)",0
6493,"(33, 4, 5, 8)",0
6494,"(33, 4, 5, 9)",0
6495,"(33, 4, 5, 10)",0
6496,"(33, 4, 5, 11)",2
6497,"(33, 4, 5, 12)",2
6498,"(33, 4, 5, 13)",2
6499,"(33, 4, 5, 14)",2
6500,"(33, 5, 1, 5)",0
6501,"(33, 5, 1, 6)",0
6502,"(33, 5, 1, 7)",0
6503,"(33, 5, 1, 8)",0
6504,"(33, 5, 1, 9)",0
6505,"(33, 5, 1, 10)",0
6506,"(33, 5, 1, 11)",2
6507,"(33, 5, 1, 12)",2
6508,"(33, 5, 1, 13)",2
6509,"(33, 5, 1, 14)",2
6510,"(33, 5, 2, 5)",0
6511,"(33, 5, 2, 6)",0
6512,"(33, 5, 2, 7)",0
6513,"(33, 5, 2, 8)",0
6514,"(33, 5, 2, 9)",0
6515,"(33, 5, 2, 10)",0
6516,"(33, 5, 2, 11)",2
6517,"(33, 5, 2, 12)",2
6518,"(33, 5, 2, 13)",2
6519,"(33, 5, 2, 14)",2
6520,"(33, 5, 3, 5)",0
6521,"(33, 5, 3, 6)",0
6522,"(33, 5, 3, 7)",0
6523,"(33, 5, 3, 8)",0
6524,"(33, 5, 3, 9)",0
6525,"(33, 5, 3, 10)",0
6526,"(33, 5, 3, 11)",2
6527,"(33, 5, 3, 12)",2
6528,"(33, 5, 3, 13)",2
6529,"(33, 5, 3, 14)",2
6530,"(33, 5, 4, 5)",0
6531,"(33, 5, 4, 6)",0
6532,"(33, 5, 4, 7)",0
6533,"(33, 5, 4, 8)",0
6534,"(33, 5, 4, 9)",0
6535,"(33, 5, 4, 10)",0
6536,"(33, 5, 4, 11)",2
6537,"(33, 5, 4, 12)",2
6538,"(33, 5, 4, 13)",2
6539,"(33, 5, 4, 14)",2
6540,"(33, 5, 5, 5)",0
6541,"(33, 5, 5, 6)",0
6542,"(33, 5, 5, 7)",0
6543,"(33, 5, 5, 8)",0
6544,"(33, 5, 5, 9)",0
6545,"(33, 5, 5, 10)",0
6546,"(33, 5, 5, 11)",2
6547,"(33, 5, 5, 12)",2
6548,"(33, 5, 5, 13)",2
6549,"(33, 5, 5, 14)",2
6550,"(33, 6, 1, 5)",0
6551,"(33, 6, 1, 6)",0
6552,"(33, 6, 1, 7)",0
6553,"(33, 6, 1, 8)",0
6554,"(33, 6, 1, 9)",0
6555,"(33, 6, 1, 10)",0
6556,"(33, 6, 1, 11)",2
6557,"(33, 6, 1, 12)",2
6558,"(33, 6, 1, 13)",2
6559,"(33, 6, 1, 14)",2
6560,"(33, 6, 2, 5)",0
6561,"(33, 6, 2, 6)",0
6562,"(33, 6, 2, 7)",0
6563,"(33, 6, 2, 8)",0
6564,"(33, 6, 2, 9)",0
6565,"(33, 6, 2, 10)",0
6566,"(33, 6, 2, 11)",2
6567,"(33, 6, 2, 12)",2
6568,"(33, 6, 2, 13)",2
6569,"(33, 6, 2, 14)",2
6570,"(33, 6, 3, 5)",0
6571,"(33, 6, 3, 6)",0
6572,"(33, 6, 3, 7)",0
6573,"(33, 6, 3, 8)",0
6574,"(33, 6, 3, 9)",0
6575,"(33, 6, 3, 10)",0
6576,"(33, 6, 3, 11)",2
6577,"(33, 6, 3, 12)",2
6578,"(33, 6, 3, 13)",2
6579,"(33, 6, 3, 14)",2
6580,"(33, 6, 4, 5)",0
6581,"(33, 6, 4, 6)",0
6582,"(33, 6, 4, 7)",0
6583,"(33, 6, 4, 8)",0
6584,"(33, 6, 4, 9)",0
6585,"(33, 6, 4, 10)",0
6586,"(33, 6, 4, 11)",2
6587,"(33, 6, 4, 12)",2
6588,"(33, 6, 4, 13)",2
6589,"(33, 6, 4, 14)",2
6590,"(33, 6, 5, 5)",0
6591,"(33, 6, 5, 6)",0
6592,"(33, 6, 5, 7)",0
6593,"(33, 6, 5, 8)",0
6594,"(33, 6, 5, 9)",0
6595,"(33, 6, 5, 10)",2
6596,"(33, 6, 5, 11)",2
6597,"(33, 6, 5, 12)",2
6598,"(33, 6, 5, 13)",2
6599,"(33, 6, 5, 14)",2
6600,"(33, 9, 1, 5)",1
6601,"(33, 9, 1, 6)",1
6602,"(33, 9, 1, 7)",1
6603,"(33, 9, 1, 8)",1
6604,"(33, 9, 1, 9)",2
6605,"(33, 9, 1, 10)",2
6606,"(33, 9, 1, 11)",2
6607,"(33, 9, 1, 12)",2
6608,"(33, 9, 1, 13)",2
6609,"(33, 9, 1, 14)",2
6610,"(33, 9, 2, 5)",1
6611,"(33, 9, 2, 6)",1
6612,"(33, 9, 2, 7)",1
6613,"(33, 9, 2, 8)",2
6614,"(33, 9, 2, 9)",2
6615,"(33, 9, 2, 10)",2
6616,"(33, 9, 2, 11)",2
6617,"(33, 9, 2, 12)",2
6618,"(33, 9, 2, 13)",2
6619,"(33, 9, 2, 14)",2
6620,"(33, 9, 3, 5)",1
6621,"(33, 9, 3, 6)",2
6622,"(33, 9, 3, 7)",2
6623,"(33, 9, 3, 8)",2
6624,"(33, 9, 3, 9)",2
6625,"(33, 9, 3, 10)",2
6626,"(33, 9, 3, 11)",2
6627,"(33, 9, 3, 12)",2
6628,"(33, 9, 3, 13)",2
6629,"(33, 9, 3, 14)",2
6630,"(33, 9, 4, 5)",2
6631,"(33, 9, 4, 6)",2
6632,"(33, 9, 4, 7)",2
6633,"(33, 9, 4, 8)",2
6634,"(33, 9, 4, 9)",2
6635,"(33, 9, 4, 10)",2
6636,"(33, 9, 4, 11)",2
6637,"(33, 9, 4, 12)",1
6638,"(33, 9, 4, 13)",1
6639,"(33, 9, 4, 14)",1
6640,"(33, 9, 5, 5)",2
6641,"(33, 9, 5, 6)",2
6642,"(33, 9, 5, 7)",2
6643,"(33, 9, 5, 8)",2
6644,"(33, 9, 5, 9)",2
6645,"(33, 9, 5, 10)",1
6646,"(33, 9, 5, 11)",1
6647,"(33, 9, 5, 12)",1
6648,"(33, 9, 5, 13)",1
6649,"(33, 9, 5, 14)",1
6650,"(34, 1, 1, 5)",0
6651,"(34, 1, 1, 6)",0
6652,"(34, 1, 1, 7)",0
6653,"(34, 1, 1, 8)",0
6654,"(34, 1, 1, 9)",0
6655,"(34, 1, 1, 10)",0
6656,"(34, 1, 1, 11)",0
6657,"(34, 1, 1, 12)",0
6658,"(34, 1, 1, 13)",2
6659,"(34, 1, 1, 14)",2
6660,"(34, 1, 2, 5)",0
6661,"(34, 1, 2, 6)",0
6662,"(34, 1, 2, 7)",0
6663,"(34, 1, 2, 8)",0
6664,"(34, 1, 2, 9)",0
6665,"(34, 1, 2, 10)",0
6666,"(34, 1, 2, 11)",0
6667,"(34, 1, 2, 12)",1
6668,"(34, 1, 2, 13)",1
6669,"(34, 1, 2, 14)",1
6670,"(34, 1, 3, 5)",0
6671,"(34, 1, 3, 6)",0
6672,"(34, 1, 3, 7)",0
6673,"(34, 1, 3, 8)",0
6674,"(34, 1, 3, 9)",0
6675,"(34, 1, 3, 10)",0
6676,"(34, 1, 3, 11)",0
6677,"(34, 1, 3, 12)",0
6678,"(34, 1, 3, 13)",1
6679,"(34, 1, 3, 14)",1
6680,"(34, 1, 4, 5)",0
6681,"(34, 1, 4, 6)",0
6682,"(34, 1, 4, 7)",0
6683,"(34, 1, 4, 8)",0
6684,"(34, 1, 4, 9)",0
6685,"(34, 1, 4, 10)",0
6686,"(34, 1, 4, 11)",0
6687,"(34, 1, 4, 12)",0
6688,"(34, 1, 4, 13)",0
6689,"(34, 1, 4, 14)",2
6690,"(34, 1, 5, 5)",0
6691,"(34, 1, 5, 6)",0
6692,"(34, 1, 5, 7)",0
6693,"(34, 1, 5, 8)",0
6694,"(34, 1, 5, 9)",0
6695,"(34, 1, 5, 10)",0
6696,"(34, 1, 5, 11)",0
6697,"(34, 1, 5, 12)",0
6698,"(34, 1, 5, 13)",0
6699,"(34, 1, 5, 14)",2
6700,"(34, 2, 1, 5)",0
6701,"(34, 2, 1, 6)",0
6702,"(34, 2, 1, 7)",0
6703,"(34, 2, 1, 8)",0
6704,"(34, 2, 1, 9)",0
6705,"(34, 2, 1, 10)",0
6706,"(34, 2, 1, 11)",0
6707,"(34, 2, 1, 12)",2
6708,"(34, 2, 1, 13)",2
6709,"(34, 2, 1, 14)",2
6710,"(34, 2, 2, 5)",0
6711,"(34, 2, 2, 6)",0
6712,"(34, 2, 2, 7)",0
6713,"(34, 2, 2, 8)",0
6714,"(34, 2, 2, 9)",0
6715,"(34, 2, 2, 10)",0
6716,"(34, 2, 2, 11)",0
6717,"(34, 2, 2, 12)",2
6718,"(34, 2, 2, 13)",2
6719,"(34, 2, 2, 14)",2
6720,"(34, 2, 3, 5)",0
6721,"(34, 2, 3, 6)",0
6722,"(34, 2, 3, 7)",0
6723,"(34, 2, 3, 8)",0
6724,"(34, 2, 3, 9)",0
6725,"(34, 2, 3, 10)",0
6726,"(34, 2, 3, 11)",0
6727,"(34, 2, 3, 12)",2
6728,"(34, 2, 3, 13)",2
6729,"(34, 2, 3, 14)",2
6730,"(34, 2, 4, 5)",0
6731,"(34, 2, 4, 6)",0
6732,"(34, 2, 4, 7)",0
6733,"(34, 2, 4, 8)",0
6734,"(34, 2, 4, 9)",0
6735,"(34, 2, 4, 10)",0
6736,"(34, 2, 4, 11)",0
6737,"(34, 2, 4, 12)",0
6738,"(34, 2, 4, 13)",2
6739,"(34, 2, 4, 14)",2
6740,"(34, 2, 5, 5)",0
6741,"(34, 2, 5, 6)",0
6742,"(34, 2, 5, 7)",0
6743,"(34, 2, 5, 8)",0
6744,"(34, 2, 5, 9)",0
6745,"(34, 2, 5, 10)",0
6746,"(34, 2, 5, 11)",0
6747,"(34, 2, 5, 12)",2
6748,"(34, 2, 5, 13)",2
6749,"(34, 2, 5, 14)",2
6750,"(34, 3, 1, 5)",0
6751,"(34, 3, 1, 6)",0
6752,"(34, 3, 1, 7)",0
6753,"(34, 3, 1, 8)",0
6754,"(34, 3, 1, 9)",0
6755,"(34, 3, 1, 10)",0
6756,"(34, 3, 1, 11)",2
6757,"(34, 3, 1, 12)",2
6758,"(34, 3, 1, 13)",2
6759,"(34, 3, 1, 14)",2
6760,"(34, 3, 2, 5)",0
6761,"(34, 3, 2, 6)",0
6762,"(34, 3, 2, 7)",0
6763,"(34, 3, 2, 8)",0
6764,"(34, 3, 2, 9)",0
6765,"(34, 3, 2, 10)",0
6766,"(34, 3, 2, 11)",2
6767,"(34, 3, 2, 12)",2
6768,"(34, 3, 2, 13)",2
6769,"(34, 3, 2, 14)",2
6770,"(34, 3, 3, 5)",0
6771,"(34, 3, 3, 6)",0
6772,"(34, 3, 3, 7)",0
6773,"(34, 3, 3, 8)",0
6774,"(34, 3, 3, 9)",0
6775,"(34, 3, 3, 10)",0
6776,"(34, 3, 3, 11)",0
6777,"(34, 3, 3, 12)",2
6778,"(34, 3, 3, 13)",2
6779,"(34, 3, 3, 14)",2
6780,"(34, 3, 4, 5)",0
6781,"(34, 3, 4, 6)",0
6782,"(34, 3, 4, 7)",0
6783,"(34, 3, 4, 8)",0
6784,"(34, 3, 4, 9)",0
6785,"(34, 3, 4, 10)",0
6786,"(34, 3, 4, 11)",0
6787,"(34, 3, 4, 12)",0
6788,"(34, 3, 4, 13)",2
6789,"(34, 3, 4, 14)",2
6790,"(34, 3, 5, 5)",0
6791,"(34, 3, 5, 6)",0
6792,"(34, 3, 5, 7)",0
6793,"(34, 3, 5, 8)",0
6794,"(34, 3, 5, 9)",0
6795,"(34, 3, 5, 10)",0
6796,"(34, 3, 5, 11)",0
6797,"(34, 3, 5, 12)",2
6798,"(34, 3, 5, 13)",2
6799,"(34, 3, 5, 14)",2
6800,"(34, 4, 1, 5)",0
6801,"(34, 4, 1, 6)",0
6802,"(34, 4, 1, 7)",0
6803,"(34, 4, 1, 8)",0
6804,"(34, 4, 1, 9)",0
6805,"(34, 4, 1, 10)",0
6806,"(34, 4, 1, 11)",2
6807,"(34, 4, 1, 12)",2
6808,"(34, 4, 1, 13)",2
6809,"(34, 4, 1, 14)",2
6810,"(34, 4, 2, 5)",0
6811,"(34, 4, 2, 6)",0
6812,"(34, 4, 2, 7)",0
6813,"(34, 4, 2, 8)",0
6814,"(34, 4, 2, 9)",0
6815,"(34, 4, 2, 10)",0
